file,start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3amplitudeLogRelF0_sma3nz
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.82,0.84,2.8679085,-6.9457383,30.605642,0.029040344,-0.022749746,28.747648,0.025533905,1.6019702,5.314245,3.1213658,22.335266,438.14407,1366.9752,-4.2249956,1340.0712,-6.087794,2673.9714,-23.438896
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.83,0.85,2.935499,-8.1857605,28.208221,0.012797765,-0.01969272,28.89622,0.030132042,1.4038373,5.555769,0.8866556,21.641611,500.05356,1422.5192,-1.4083363,1427.1387,-9.23611,2625.6567,-23.744644
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.84,0.86,2.7667649,-9.274787,25.411478,0.010927811,-0.023012042,29.06568,0.02880822,1.2268481,5.6446958,-1.1445943,21.314705,524.10706,1403.1998,1.0633898,1499.07,-12.38483,2666.1404,-23.619461
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.85,0.87,2.6944625,-10.157284,23.766043,0.028208055,-0.029235348,29.155558,0.016231356,1.3777965,5.8360925,-1.8457922,21.212427,611.43854,1489.1411,1.7600918,1597.1469,-16.353079,2689.636,-23.101168
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.86,0.88,2.6007001,-11.527268,22.581451,0.043397736,-0.03259696,29.162367,0.010989462,1.1231226,5.504926,-1.023047,25.13854,597.59283,1504.3418,-1.9460988,1636.389,-22.540358,2705.1848,-26.95318
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.87,0.89,2.4132404,-13.225975,22.58747,0.07425311,-0.03586417,29.312302,0.010082944,1.0285964,5.0224166,1.5373507,29.6356,717.40356,1442.46,-9.002075,1742.6146,-25.322279,2764.7542,-31.8719
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.88,0.9,1.9794456,-13.696297,23.800241,0.07867855,-0.029682899,29.784708,0.0071970983,1.2647408,4.9260707,5.474481,33.24495,781.7718,1299.1587,-15.417872,1805.1471,-27.371351,2867.0583,-35.59876
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.89,0.91,1.6075878,-14.292779,27.657486,0.07285399,-0.02683928,30.345205,0.0047879876,1.943889,4.7072353,9.334245,32.99654,939.11914,1218.8815,-19.305576,1923.3556,-26.43147,3014.0344,-34.95096
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.9,0.92,1.3121432,-14.884448,31.018005,0.04505672,-0.02031435,30.797348,0.023345627,2.21915,4.43838,12.679019,30.784876,728.4194,1459.9093,-19.693264,1720.9442,-25.08317,2736.5183,-31.801071
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.91,0.93,1.224526,-16.449564,31.820353,0.037385125,-0.022858048,31.154022,0.03597412,1.6104712,4.1999917,14.372836,29.514753,557.04016,1561.1812,0.0,1514.3329,-23.54759,2527.3389,-30.401731
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.92,0.94,1.1219301,-16.76735,29.653551,0.034974612,-0.022198861,31.635775,0.03940857,1.2781549,5.0235248,14.196022,30.126032,307.27258,1734.7008,-2.3534882,1241.2178,-25.347626,2272.2969,-31.71531
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.93,0.95,1.0875515,-17.269007,27.437769,0.04696257,-0.024814157,32.17938,0.041258153,1.3387175,6.6491904,12.160396,30.654016,350.1427,1574.401,-3.6069336,1211.9467,-29.63292,2350.3984,-34.260952
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.94,0.96,1.0079155,-18.533789,25.921982,0.044854943,-0.027203515,32.686134,0.030028695,1.3404126,8.360253,10.085127,29.649607,348.4788,1569.6959,-5.362826,1247.0734,-31.42261,2298.21,-35.012436
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.95,0.97,0.99266404,-20.490465,27.729385,0.04526187,-0.030547902,33.080936,0.029622005,1.189799,9.586757,10.046443,26.511026,364.0653,1419.8256,-6.2173324,1225.2559,-31.61234,2245.7305,-32.72836
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.96,0.98,0.99228925,-21.862585,28.617304,0.036439553,-0.0293086,33.363197,0.0071784123,1.1831256,10.002052,11.748561,24.478865,342.6913,1446.7533,-6.2690854,1196.4625,-32.579998,2244.9026,-30.425323
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.97,0.99,1.0149604,-22.593796,29.228912,0.03056133,-0.02756142,33.410004,0.011329461,1.1538304,9.365156,13.581822,23.433569,326.59485,1499.5648,0.0,1124.8184,-33.32313,2238.7231,-28.70388
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.98,1.0,1.0048895,-22.577337,27.025835,0.037361965,-0.023547659,33.19929,0.01062405,0.94555664,7.937761,13.789472,25.672348,460.6976,1481.1855,-13.3971615,1427.043,-32.90749,2529.9573,-29.59939
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,0.99,1.01,0.9454563,-22.338373,26.4708,0.04070686,-0.023508362,32.94217,0.014274138,0.40607825,5.586361,12.103283,26.078215,494.84692,1530.2184,-8.636313,1460.058,-27.4667,2460.6575,-27.943056
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.0,1.02,0.8156712,-20.372744,27.225092,0.03852846,-0.019399373,32.82717,0.0154081285,0.9040311,3.368721,9.451057,27.311758,501.39072,1471.766,-7.0034122,1517.0887,-22.6593,2514.3787,-27.543701
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.01,1.03,0.70271134,-16.73519,26.063898,0.025249436,-0.02043803,33.10168,0.019286687,1.8751888,2.155916,6.840362,24.512701,326.69247,1624.3413,0.5555469,1199.9722,-18.761719,2194.2812,-27.20056
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.02,1.04,0.60508734,-14.858761,26.61115,0.01588157,-0.01825101,33.4292,0.033703506,2.323742,2.489507,2.6069899,20.732779,535.10657,1459.7979,0.0,1515.1774,-21.77743,2570.1985,-30.949747
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.03,1.05,0.58292365,-15.082588,27.297087,0.012203273,-0.020715212,33.727863,0.039134096,2.111987,3.4347486,-1.1208864,15.063634,736.5803,1369.1635,-21.33514,1799.7396,-25.83056,2837.8506,-33.070065
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.04,1.06,0.5556118,-15.510864,28.893402,-0.0001415604,-0.020008817,33.84612,0.0441317,1.4379162,3.5725086,-1.7294292,13.497058,967.5332,1148.5358,-22.483507,2103.5803,-27.166092,3184.9512,-32.57063
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.05,1.07,0.51239383,-14.790048,27.099405,-0.005415231,-0.015626127,34.026966,0.051246572,1.3368496,2.033661,-0.3708725,13.663215,950.3764,1079.0037,-23.634445,2079.8872,-25.052637,3148.0325,-29.19007
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.06,1.08,0.46623734,-12.970413,24.368528,-0.021557355,-0.018719079,34.10917,0.05671513,1.3095226,1.0590165,1.6783838,15.5716305,775.2037,1106.123,-83.325516,1852.3253,-82.437416,2854.5547,-85.19372
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.07,1.09,0.39945316,-13.002125,24.041313,-0.0058753714,-0.014276087,0.0,0.0,0.0,0.0,0.0,0.0,858.9502,1093.4691,-142.06543,1959.3984,-141.32538,2869.2878,-142.16351
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.08,1.1,0.47082248,-9.45268,19.667183,0.0056954212,-0.0129935695,0.0,0.0,0.0,0.0,0.0,0.0,663.34937,1270.7441,-201.0,1708.9113,-201.0,2584.8154,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.09,1.11,0.6772515,-6.3658752,14.014728,0.046337396,-0.010144413,0.0,0.0,0.0,0.0,0.0,0.0,624.54395,1297.4413,-201.0,1694.7416,-201.0,2591.5508,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.1,1.12,0.86508775,-2.0462463,7.3152175,0.04564092,-0.012320225,0.0,0.0,0.0,0.0,0.0,0.0,369.4205,1208.5045,-201.0,1407.4613,-201.0,2360.7341,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.11,1.13,0.9631776,0.21963437,4.4630647,0.047693554,-0.017572781,0.0,0.0,0.0,0.0,0.0,0.0,364.34695,987.4725,-127.2069,1456.1371,-135.28317,2493.6438,-133.32098
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.12,1.14,0.9108117,3.1168401,3.437704,0.050587654,-0.012696463,17.809315,0.0,0.0,-4.100412,-112.84846,-101.15731,404.84583,793.9385,-51.90947,1463.1002,-70.459236,2579.5217,-65.53989
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.13,1.15,0.8546171,2.0409305,3.766281,0.06164041,-0.0129479645,19.999998,0.0,0.0,-2.1669939,-73.480194,-56.60863,603.08014,1039.3184,14.105445,1528.3154,-6.1994834,2669.738,0.4655694
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.14,1.16,0.9501284,-6.967409,13.003384,0.07649318,-0.021164147,22.209352,0.0,0.0,1.1654371,-64.012566,-44.221066,681.03467,1203.3888,11.1099615,1666.2838,-7.6627984,2756.0508,-2.9294255
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.15,1.17,1.1333,-16.81108,20.725382,0.08994498,-0.03365932,24.463587,0.0,0.0,3.9843452,3.960783,34.04817,757.46124,1396.5117,5.3435626,1809.9489,-9.55831,2866.7844,-6.8429933
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.16,1.18,1.398963,-23.635,28.236105,0.10584781,-0.04202668,24.53478,0.0,3.7124388,5.244123,3.1558514,34.6935,644.84015,1257.0009,7.561814,1879.5889,-11.302314,2872.1592,-10.049733
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.17,1.19,1.4965614,-23.959219,27.389572,0.11613176,-0.046428587,24.526293,0.024654582,2.6639235,5.2733436,3.0586498,34.17053,668.7012,1207.7198,4.522797,1895.6685,-11.203731,2871.448,-11.794681
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.18,1.2,1.450283,-25.263823,29.23416,0.1043036,-0.046773195,24.406128,0.01802401,0.70606446,4.581336,3.6848896,34.503933,666.0793,1250.3398,3.181523,1951.6924,-10.0843,2970.8694,-13.38309
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.19,1.21,1.3752604,-24.831718,27.854248,0.10241997,-0.046313155,24.191551,0.009384905,0.3500127,3.546786,4.827966,34.62495,662.5598,1251.2384,3.3403585,1965.9425,-10.311973,2959.495,-14.123591
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.2,1.22,1.200193,-24.753557,28.57847,0.08703723,-0.040003337,24.125,0.012051349,0.5141102,2.6019595,7.0444946,34.399776,675.876,1288.6722,2.8108532,1990.8004,-9.218911,2998.375,-12.203982
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.21,1.23,1.037748,-21.470495,27.523798,0.07688957,-0.03320356,24.270655,0.018890148,1.1108555,2.0630648,10.016538,33.47743,760.6631,1175.4998,5.0016923,2000.04,-6.0958004,2956.1455,-9.280911
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.22,1.24,0.80323,-20.951677,27.696466,0.065592945,-0.02948767,24.463821,0.0150716975,2.381186,1.2291344,11.546066,29.777992,701.014,1294.7716,5.689743,1689.4423,-3.0958974,2662.8262,-9.235704
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.23,1.25,0.6855612,-18.139616,25.8021,0.06992351,-0.026054695,24.540617,0.033171605,3.047618,-0.009951353,10.496881,27.394037,562.4673,1362.3584,12.076213,1466.557,3.557082,2401.012,-6.5906105
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.24,1.26,0.6365676,-17.566225,24.329214,0.06581969,-0.025816679,24.458368,0.029386945,2.9036887,-2.4726732,7.6338935,26.55815,567.7858,1458.5289,13.76995,1430.6625,7.0547433,2390.6155,-5.413109
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.25,1.27,0.6293531,-15.866025,22.510275,0.078633256,-0.02664294,24.415186,0.031043304,1.8647553,-4.175791,5.3159647,28.454544,711.45465,1332.4927,13.946506,1777.1305,7.689196,2814.6477,-5.1702704
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.26,1.28,0.626738,-13.655804,23.837236,0.0726792,-0.020304004,24.41202,0.015241009,1.1886994,-4.4924393,3.9462554,29.003922,976.86017,1252.7714,12.0168295,2101.9753,0.31113306,3241.0947,-9.141531
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.27,1.29,0.9111859,-8.513656,22.007238,0.10963291,-0.015280463,24.458557,0.013727206,1.0185801,-3.6601226,2.7337964,27.305975,1018.6333,1188.1378,13.280314,2136.0486,-2.844984,3287.6143,-9.971503
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.28,1.3,0.9450262,-5.977422,23.139847,0.095174365,-0.004410718,24.559072,0.01155554,1.0068465,-4.702111,1.8033234,24.846437,1084.7064,1151.4037,17.875238,2188.6995,0.46014753,3342.8552,-6.1770167
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.29,1.31,0.96465397,-4.1250434,19.94645,0.10375642,-0.00088595256,24.57281,0.019553447,2.6702754,-5.568643,0.7087536,22.640732,1034.8977,1089.1748,17.250114,2081.178,2.6590152,3166.7773,-5.4034095
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.3,1.32,0.77221805,-2.2696435,20.469194,0.06785852,0.0016086772,26.876633,0.029723018,4.3454375,-4.7648983,1.9270433,22.210106,973.78766,1061.52,7.448242,2008.4847,-3.471825,3089.0378,-12.115973
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.31,1.33,0.8095381,0.28282148,15.709808,0.064840816,0.0034799743,29.114267,0.03989259,6.0206,-2.0310721,2.2117267,26.225037,936.7697,1176.625,-4.6527295,1949.108,-14.646217,3042.34,-23.483835
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.32,1.34,0.8228746,1.9483324,15.7311945,0.04148489,0.0008067216,28.134506,0.03989259,6.0206,-0.4859102,3.364888,29.997965,784.30035,1238.7312,-5.003406,1677.1937,-14.792356,2797.889,-26.784708
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.33,1.35,0.8721709,-3.5442326,17.605768,0.044371452,-0.0043698754,24.78391,0.03989259,6.0206,-0.62864316,2.314217,35.51646,873.2822,1300.8335,-2.1866941,1815.2086,-15.694991,2937.7588,-27.283363
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.34,1.36,1.0009631,-9.248867,24.897278,0.076703034,-0.01938835,21.104982,0.03989259,6.0206,-2.4413307,2.941944,37.715076,923.17145,1339.0664,1.7128586,1917.4098,-13.095371,3172.7412,-25.270216
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.35,1.37,1.1796262,-15.746022,30.19987,0.101385504,-0.0302124,20.52327,0.03989259,6.0206,-1.8989304,2.7808762,36.250935,882.31104,1359.9609,1.7050921,1929.5905,-14.407954,3246.5784,-25.480669
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.36,1.38,1.3425713,-16.823544,33.08637,0.109583594,-0.035545617,20.02109,0.08001391,4.629956,-0.52483726,3.2692616,32.977463,635.7869,1441.8281,5.896149,1612.7784,-10.474926,2958.5593,-23.783936
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.37,1.39,1.4049019,-15.853396,31.922663,0.083010465,-0.031850476,19.813307,0.09312043,3.5650637,1.8302922,3.147075,29.035074,378.69833,1345.4425,10.606552,1252.4396,-6.7911124,2431.2937,-19.999815
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.38,1.4,1.4129912,-14.727806,30.843012,0.06735606,-0.027463106,19.674421,0.08807436,1.9536752,1.207668,2.8765547,29.44459,390.63712,1370.9364,9.828383,1313.1849,-7.933348,2458.758,-19.913034
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.39,1.41,1.2820283,-14.291896,28.327484,0.05914615,-0.024088189,19.1186,0.04290695,1.7329303,-0.6335315,1.7691971,28.804316,390.56982,1347.4688,8.294616,1340.8613,-8.941814,2413.0142,-18.663542
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.4,1.42,1.1521,-13.798283,27.804472,0.053822827,-0.025303582,18.4185,0.02710334,1.2263978,-1.6431266,0.9096988,28.6468,428.442,1475.8971,6.7535424,1439.5205,-8.7123785,2546.7585,-17.780746
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.41,1.43,1.0136412,-15.993863,26.828756,0.044715773,-0.030379852,17.756704,0.049914088,1.1250952,-2.4317732,0.5204115,28.151346,427.25406,1434.2218,-63.170612,1428.8242,-73.030365,2560.84,-78.26232
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.42,1.44,0.9410514,-18.16298,27.291594,0.03413733,-0.03315179,17.533707,0.062493965,1.0944263,-2.5603013,0.0,0.0,420.60507,1317.7717,-132.18056,1444.0045,-136.43396,2620.265,-139.54706
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.43,1.45,0.9453628,-17.285624,25.355894,0.022882743,-0.030431846,0.0,0.0,0.0,0.0,0.0,0.0,392.20798,1091.5045,-201.0,1400.9115,-201.0,2533.72,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.44,1.46,1.00117,-12.536532,21.198517,0.03132862,-0.024652591,0.0,0.0,0.0,0.0,0.0,0.0,402.02896,1031.3544,-201.0,1412.6517,-201.0,2519.454,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.45,1.47,1.0295165,-7.930413,15.84846,0.045981195,-0.017531231,0.0,0.0,0.0,0.0,0.0,0.0,403.24463,1051.9352,-201.0,1382.8896,-201.0,2503.899,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.46,1.48,1.0380603,-5.969706,12.337026,0.04999557,-0.014722752,0.0,0.0,0.0,0.0,0.0,0.0,376.869,1171.2338,-201.0,1375.382,-201.0,2513.935,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.47,1.49,1.007361,-4.300289,9.833644,0.053508047,-0.012118396,0.0,0.0,0.0,0.0,0.0,0.0,363.11557,1152.2399,-201.0,1369.496,-201.0,2502.9673,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.48,1.5,1.0278772,-1.694952,7.2918944,0.04023105,-0.008747888,0.0,0.0,0.0,0.0,0.0,0.0,395.21432,1072.9349,-201.0,1392.1722,-201.0,2502.8684,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.49,1.51,1.0439988,0.3562152,6.1595974,0.03828876,-0.004046536,0.0,0.0,0.0,0.0,0.0,0.0,457.02066,996.54474,-201.0,1385.4095,-201.0,2476.575,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.5,1.52,1.0889506,0.9300585,4.778127,0.05690216,-0.0014180792,0.0,0.0,0.0,0.0,0.0,0.0,464.64297,1059.444,-201.0,1398.3273,-201.0,2443.3655,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.51,1.53,1.1199418,1.2489585,3.1863549,0.058584243,-0.0042187567,0.0,0.0,0.0,0.0,0.0,0.0,424.275,1119.1993,-201.0,1376.0836,-201.0,2415.6384,-201.0
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.52,1.54,1.1265947,2.8187246,0.6049179,0.058242146,-0.0038537346,0.0,0.0,0.0,0.0,0.0,0.0,411.32687,989.9642,-126.77172,1405.4554,-132.70717,2421.793,-133.19281
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.53,1.55,1.043639,3.2636082,1.4882494,0.037646554,-0.0024113206,18.452442,0.0,0.0,-10.938408,-2.877427,18.573425,407.2573,973.6389,-49.569122,1395.1582,-66.147125,2445.4377,-63.727947
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.54,1.56,0.8706506,2.6901395,2.4552686,0.0417077,-0.005999143,16.487453,0.0,0.0,-9.328657,-3.8818398,18.21712,419.07486,937.83966,29.414835,1418.5248,2.072995,2444.0994,6.4311347
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.55,1.57,0.78858405,-6.3225036,11.00916,0.05723687,-0.018912552,13.811507,0.0,0.0,-7.8304124,-6.105799,17.473137,393.6864,1070.4535,34.675846,1463.0514,2.2315733,2487.073,8.204261
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.56,1.58,0.87235695,-15.220979,19.091429,0.06497056,-0.033968076,12.605182,0.0,0.0,-6.1102977,-4.17482,19.290857,420.18945,1139.4725,29.45738,1611.5199,-0.7869215,2577.1194,2.6528976
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.57,1.59,1.0441333,-22.591482,26.80308,0.077998616,-0.042999074,12.689784,0.0,2.2942848,-5.3073864,-2.1487935,21.545847,429.37686,1194.3729,30.0645,1690.4857,-0.98193794,2645.6902,1.3890291
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.58,1.6,1.2257804,-24.784605,29.00303,0.07840782,-0.04934734,13.750347,0.0,2.2942848,-6.478886,-2.7153847,24.695272,559.9958,1284.4523,16.745462,1852.6001,-5.5703263,2745.0159,-5.453182
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.59,1.61,1.1309167,-24.827875,29.91244,0.05576626,-0.044972938,14.679046,0.0,2.2942848,-5.2475104,-2.100563,28.364616,531.89777,1303.8519,17.37308,1705.7408,-6.1391244,2649.1353,-6.914999
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.6,1.62,1.0667287,-26.503845,32.36161,0.052443802,-0.045294445,15.657796,0.0,2.2942848,-4.497647,-0.7635438,30.829721,529.3675,1370.1669,9.110603,1623.5782,-11.874566,2541.3298,-12.9094095
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.61,1.63,0.85664576,-24.98056,32.91357,0.045148164,-0.03626128,15.752666,0.0,3.134032,-1.9113361,4.321286,31.924063,400.59692,1338.7031,12.907868,1378.7687,-11.031792,2361.8118,-12.361173
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.62,1.64,0.76545185,-23.78979,32.07212,0.056403983,-0.034718927,19.919504,0.18224229,3.9737794,0.39494625,8.406068,31.74376,399.57864,1245.3799,1.8272101,1397.149,-18.767275,2345.5408,-19.816788
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.63,1.65,0.6408389,-22.119642,30.78309,0.041360978,-0.02654551,23.955872,0.18224229,4.8135266,2.389065,9.988731,32.071808,383.9103,1249.9432,-6.865396,1348.7787,-24.797083,2344.634,-27.982422
../../aligned/aligner-corpus/Anita_MUSSO_F_46_11e-v2/Anita Musso_1056.942_1060.072.wav,1.64,1.66,0.5478367,-21.23047,29.755919,0.030059561,-0.021646248,28.095957,0.45482817,3.7800286,3.6620808,10.061483,32.85467,356.4524,1251.316,-10.790343,1375.6781,-33.01399,2364.5273,-36.820786
